precinct,ballot_type,registered_voters,ballots_cast,turnout,KEITH_JUDD,MICHAEL_STEINBERG,BERNIE_SANDERS,WILLIE_WILSON,ROQUE_DE_LA_FUENTE,HILLARY_CLINTON,HENRY_HEWES,WRITE_IN,over_votes,under_votes
9128,Election_Day,456,197,43.2,,1,92,,,104,,,,
9128,VBM,456,209,45.83,,,94,,,111,,1,,3
9129,Election_Day,386,169,43.78,,,92,,1,74,,,,2
9129,VBM,386,160,41.45,,1,73,,,81,,1,,4
9131,Election_Day,426,167,39.2,,,93,,,70,,1,,3
9131,VBM,426,196,46.01,,1,96,,,96,,1,,2
9132,Election_Day,478,202,42.26,,,110,,,85,1,4,1,1
9132,VBM,478,195,40.79,,,95,,1,98,,,,1
9133,Election_Day,564,189,33.51,,1,88,,,99,,,,1
9133,VBM,564,291,51.6,,,119,2,,167,,,,3
9134,Election_Day,453,137,30.24,,,84,,,52,1,,,
9134,VBM,453,216,47.68,,1,107,,1,104,,,,3
9135,Election_Day,402,143,35.57,,,82,,,57,,2,,2
9135,VBM,402,183,45.52,1,,68,,,105,,5,2,2
9136,Election_Day,486,189,38.89,,,109,1,1,77,,,,1
9136,VBM,486,232,47.74,,,112,1,,117,,,,2
9137,Election_Day,445,154,34.61,,,93,1,1,57,,,,2
9137,VBM,445,224,50.34,,,122,,,96,,1,,5
9138,Election_Day,466,126,27.04,,,79,,,45,,,,2
9138,VBM,466,227,48.71,,,82,1,,140,,3,,1
9139,Election_Day,495,161,32.53,,,87,,,72,,,,2
9139,VBM,495,248,50.1,2,6,108,,,130,,,,2
9141,Election_Day,473,163,34.46,,1,101,,,61,,,,
9141,VBM,473,233,49.26,,,116,2,,113,1,,,1
9142,Election_Day,514,200,38.91,,1,110,,,89,,,,
9142,VBM,514,229,44.55,,,114,1,1,106,,2,,5
9143,Election_Day,500,183,36.6,1,,105,,1,76,,,,
9143,VBM,500,216,43.2,,,96,,,113,,3,,4
9144,Election_Day,490,223,45.51,,,136,1,,86,,,,
9144,VBM,490,225,45.92,,,109,,,113,,,,3
9145,Election_Day,481,185,38.46,,,91,1,,90,,,,3
9145,VBM,481,225,46.78,,,87,1,,135,1,,,1
9146,Election_Day,488,220,45.08,,,125,,,94,,,,1
9146,VBM,488,218,44.67,,,112,,2,103,,,,1
9147,Election_Day,519,215,41.43,,1,130,,,82,,1,,1
9147,VBM,519,218,42,,,103,1,1,108,,1,,4
9148,Election_Day,582,253,43.47,,,128,1,,124,,,,
9148,VBM,582,242,41.58,,,115,,,124,,1,,2
9149,Election_Day,544,212,38.97,,,107,,,103,,,,2
9149,VBM,544,244,44.85,,,131,,,111,,,1,1
9151,Election_Day,451,133,29.49,,,57,,1,71,,1,,3
9151,VBM,451,218,48.34,,1,74,,,138,,1,,4
9152,Election_Day,406,103,25.37,,,62,,1,40,,,,
9152,VBM,406,129,31.77,,,71,,,57,,,,1
9201,Election_Day,523,218,41.68,,,135,,,82,,,,1
9201,VBM,523,206,39.39,,1,138,,,67,,,,
9202,Election_Day,448,197,43.97,,,105,,,92,,,,
9202,VBM,448,190,42.41,,,89,,,99,,,,2
9203,Election_Day,380,133,35,,,52,,,77,,,1,3
9203,VBM,380,177,46.58,,,45,,1,130,1,,,
9204,Election_Day,352,131,37.22,,,41,,,89,,1,,
9204,VBM,352,149,42.33,,2,48,,,99,,,,
9205,Election_Day,339,114,33.63,,,40,,,73,,,,1
9205,VBM,339,164,48.38,,1,54,2,1,106,,,,
9206,Election_Day,377,115,30.5,,,48,,,66,,1,,
9206,VBM,377,190,50.4,,2,57,1,,128,,1,,1
9207,Election_Day,367,146,39.78,,,51,,,91,,1,1,2
9207,VBM,367,166,45.23,,,50,,,113,,1,,2
9208,Election_Day,412,157,38.11,,1,50,,,106,,,,
9208,VBM,412,156,37.86,,,57,,,99,,,,
9209,Election_Day,298,124,41.61,,,37,,,86,,1,,
9209,VBM,298,124,41.61,,,35,,,85,,2,,2
9211,Election_Day,374,136,36.36,,,41,1,,94,,,,
9211,VBM,374,155,41.44,,,55,1,,98,,1,,
9212,Election_Day,403,140,34.74,,,61,,1,76,,1,,1
9212,VBM,403,160,39.7,,1,49,1,,109,,,,
9213,Election_Day,400,146,36.5,,,65,,,81,,,,
9213,VBM,400,188,47,,,73,,,114,,,,1
9214,Election_Day,257,86,33.46,,,39,,,47,,,,
9214,VBM,257,130,50.58,,,40,,,89,,,1,
9215,Election_Day,269,100,37.17,,,23,,1,75,,,,1
9215,VBM,269,136,50.56,,1,33,,,101,,1,,
9216,Election_Day,322,130,40.37,,,40,,,89,1,,,
9216,VBM,322,116,36.02,,1,34,,,77,,1,,3
9217,Election_Day,329,120,36.47,,,49,1,,69,,,,1
9217,VBM,329,142,43.16,,,47,,,92,,,,3
9218,Election_Day,358,108,30.17,,,47,1,,58,,,,2
9218,VBM,358,153,42.74,,,46,,,105,,,,2
9219,Election_Day,351,158,45.01,1,,52,,,104,,,,1
9219,VBM,351,133,37.89,,1,43,,,87,,,,2
9221,Election_Day,299,104,34.78,,,28,,1,75,,,,
9221,VBM,299,163,54.52,,,40,,,121,,1,,1
9222,Election_Day,386,129,33.42,,,38,,,91,,,,
9222,VBM,386,206,53.37,,,38,,,164,1,,,3
9223,Election_Day,253,78,30.83,,,30,,,48,,,,
9223,VBM,253,148,58.5,,,49,1,,97,,,,1
9224,Election_Day,435,151,34.71,,,52,,,99,,,,
9224,VBM,435,206,47.36,,,63,,,141,,,,2
9225,Election_Day,414,167,40.34,,,82,,,85,,,,
9225,VBM,414,170,41.06,,,57,,,112,,1,,
9226,Election_Day,379,133,35.09,,,42,,,90,,,,1
9226,VBM,379,189,49.87,,,53,,,133,,,,3
9227,Election_Day,389,136,34.96,,,51,,,83,1,,,1
9227,VBM,389,201,51.67,,,61,,,140,,,,
9228,Election_Day,380,140,36.84,,,45,,,95,,,,
9228,VBM,380,188,49.47,,,49,,2,131,,2,1,3
9229,Election_Day,331,107,32.33,,,39,1,,67,,,,
9229,VBM,331,180,54.38,,,46,,,133,,,,1
9231,Election_Day,577,258,44.71,,,119,,,138,,,,1
9231,VBM,577,245,42.46,,,98,,1,144,,,1,1
9232,Election_Day,396,160,40.4,,,61,,,98,,,,1
9232,VBM,396,172,43.43,,,57,,,114,,,,1
9233,Election_Day,371,145,39.08,,,43,2,,98,,,,2
9233,VBM,371,187,50.4,1,,50,,,132,,1,,3
9234,Election_Day,375,123,32.8,,,38,,,83,,1,,1
9234,VBM,375,178,47.47,,,46,,,128,,,,4
9235,Election_Day,390,148,37.95,,,43,,,105,,,,
9235,VBM,390,195,50,,,43,,,152,,,,
9236,Election_Day,325,125,38.46,,,38,1,,85,1,,,
9236,VBM,325,171,52.62,,,46,,,122,,,,3
9237,Election_Day,433,139,32.1,,,52,1,1,85,,,,
9237,VBM,433,210,48.5,1,,68,,,137,,1,,3
9238,Election_Day,392,122,31.12,,,37,,,85,,,,
9238,VBM,392,190,48.47,,,58,,,129,,1,,2
9239,Election_Day,389,129,33.16,,,37,,,92,,,,
9239,VBM,389,208,53.47,,,42,,,163,,1,,2
9241,Election_Day,444,167,37.61,,,60,,,107,,,,
9241,VBM,444,207,46.62,,,62,,1,143,,,,1
9242,Election_Day,453,170,37.53,,,75,,,94,,,,1
9242,VBM,453,214,47.24,,,57,1,,154,,1,,1
9243,Election_Day,316,129,40.82,,,46,,,80,,,,3
9243,VBM,316,144,45.57,,,50,,,93,,,,1
9244,Election_Day,453,173,38.19,,,63,,,109,,1,,
9244,VBM,453,195,43.05,,1,67,,,126,,,,1
9245,Election_Day,380,138,36.32,,1,54,,1,80,1,1,,
9245,VBM,380,176,46.32,,1,52,,,119,,1,,3
9246,Election_Day,461,174,37.74,,,68,,,105,,,,1
9246,VBM,461,219,47.51,,,71,,,145,,,,3
9247,Election_Day,498,180,36.14,,,86,,,94,,,,
9247,VBM,498,242,48.59,,,73,1,,165,,1,,2
9248,Election_Day,452,157,34.73,,,60,,,97,,,,
9248,VBM,452,225,49.78,,,76,,,147,,,,2
9249,Election_Day,485,194,40,,,74,,,120,,,,
9249,VBM,485,229,47.22,,,82,,,147,,,,
9251,Election_Day,511,203,39.73,,,84,,,116,,2,,1
9251,VBM,511,247,48.34,,,78,,,165,,,,4
9252,Election_Day,491,149,30.35,,,72,,,77,,,,
9252,VBM,491,270,54.99,,,91,,,171,1,2,,5
9253,Election_Day,403,148,36.72,,,68,,,77,,2,,1
9253,VBM,403,171,42.43,,1,47,,,119,,,,4
9254,Election_Day,514,188,36.58,,,74,,,114,,,,
9254,VBM,514,253,49.22,,,78,,,175,,,,
9255,Election_Day,289,129,44.64,,,74,,,54,,,,1
9255,VBM,289,123,42.56,,,54,,,68,,,,1
9256,Election_Day,217,76,35.02,,,32,,,44,,,,
9256,VBM,217,82,37.79,,,25,,,57,,,,
9257,Election_Day,168,13,7.74,,,11,,,2,,,,
9257,VBM,168,137,81.55,,,79,,,56,,,1,1
9258,Election_Day,394,116,29.44,,,63,,,53,,,,
9258,VBM,394,196,49.75,1,1,93,,,101,,,,
9401,Election_Day,517,234,45.26,,,159,,,74,,,,1
9401,VBM,517,217,41.97,,1,126,,,85,,2,,3
9402,Election_Day,555,218,39.28,,,142,2,,72,,,,2
9402,VBM,555,245,44.14,,,135,1,,104,,1,,4
9403,Election_Day,477,167,35.01,,,99,,,66,,,,2
9403,VBM,477,217,45.49,1,1,109,,2,103,,,,1
9404,Election_Day,442,145,32.81,1,,83,,,60,,,,1
9404,VBM,442,177,40.05,,,87,3,2,83,,,1,1
9405,Election_Day,414,167,40.34,,,98,,,66,,2,,1
9405,VBM,414,197,47.58,,,92,,1,100,,,,4
9406,Election_Day,480,178,37.08,,,95,1,,80,,1,,1
9406,VBM,480,202,42.08,,,103,1,,96,,1,,1
9407,Election_Day,485,179,36.91,,,104,,,71,1,,,3
9407,VBM,485,212,43.71,,,113,,1,95,1,,,2
9408,Election_Day,496,198,39.92,,,132,,1,62,,,1,2
9408,VBM,496,216,43.55,,,129,,,86,1,,,
9409,Election_Day,341,158,46.33,,1,104,,,52,,,,1
9409,VBM,341,139,40.76,,2,70,,,65,2,,,
9411,Election_Day,571,232,40.63,,,158,,,71,1,,,2
9411,VBM,571,241,42.21,,,135,,,106,,,,
9412,Election_Day,469,189,40.3,,,112,,,77,,,,
9412,VBM,469,179,38.17,,,101,,,74,1,,,3
9413,Election_Day,466,164,35.19,,,94,,1,65,1,,,3
9413,VBM,466,216,46.35,1,1,98,2,1,112,,,,1
9414,Election_Day,430,153,35.58,,,94,,,55,,,,4
9414,VBM,430,249,57.91,1,1,123,,,122,,,,2
9415,Election_Day,372,128,34.41,,,69,,,55,,,,4
9415,VBM,372,182,48.92,,,85,1,,93,,1,,2
9416,Election_Day,498,200,40.16,,,111,1,,86,,,,2
9416,VBM,498,223,44.78,,,119,,,103,,,,1
9417,Election_Day,348,112,32.18,,,71,,,38,,1,,2
9417,VBM,348,159,45.69,,1,74,,,80,,,,4
9418,Election_Day,380,142,37.37,,,85,1,,55,1,,,
9418,VBM,380,151,39.74,,2,61,,,86,,,,2
9419,Election_Day,421,114,27.08,,1,69,,,44,,,,
9419,VBM,421,212,50.36,,,102,,,105,,,,5
9421,Election_Day,432,123,28.47,1,,72,1,,46,,1,,2
9421,VBM,432,232,53.7,,2,112,,,115,,,,3
9422,Election_Day,490,194,39.59,,1,96,,,94,,1,,2
9422,VBM,490,226,46.12,,2,121,,,101,,,,2
9423,Election_Day,423,135,31.91,,,80,,1,53,,,,1
9423,VBM,423,214,50.59,,,108,,,102,,,,4
9424,Election_Day,437,147,33.64,,,80,1,,65,,,,1
9424,VBM,437,200,45.77,,2,94,1,1,100,,,,2
9425,Election_Day,432,137,31.71,,,91,,,44,,1,,1
9425,VBM,432,194,44.91,,,95,,,96,,,,3
9426,Election_Day,351,116,33.05,,,68,,,46,,,,2
9426,VBM,351,163,46.44,,1,84,,,75,,1,,2
9427,Election_Day,412,120,29.13,,1,67,,,50,,,,2
9427,VBM,412,200,48.54,,4,90,,1,97,,1,,7
9428,Election_Day,434,107,24.65,,,83,,,24,,,,
9428,VBM,434,236,54.38,,,102,3,,126,1,1,,3
9429,Election_Day,421,157,37.29,,1,96,,,59,,,,1
9429,VBM,421,181,42.99,,,87,,,91,2,,,1
9431,Election_Day,442,146,33.03,,,80,,,62,,1,,3
9431,VBM,442,238,53.85,,,88,1,1,143,,,,5
9432,Election_Day,425,153,36,,,80,,,71,1,,,1
9432,VBM,425,186,43.76,,1,76,,,103,1,2,,3
9433,Election_Day,439,127,28.93,,,74,1,,51,,,,1
9433,VBM,439,219,49.89,,,111,1,,101,,1,,5
9434,Election_Day,480,179,37.29,,,100,,,79,,,,
9434,VBM,480,230,47.92,,,93,,,133,1,1,,2
9435,Election_Day,466,174,37.34,,,103,,,68,,,,3
9435,VBM,466,215,46.14,,,83,1,1,124,,,,6
9436,Election_Day,448,143,31.92,,,82,2,,58,,,,1
9436,VBM,448,222,49.55,,1,106,,,111,,,,4
9437,Election_Day,412,133,32.28,1,,81,,,48,,,,3
9437,VBM,412,197,47.82,,,91,1,,98,,3,,4
9438,Election_Day,445,129,28.99,,,74,,1,53,,1,,
9438,VBM,445,223,50.11,,,91,,1,126,2,,,3
9439,Election_Day,425,132,31.06,,,74,1,1,55,1,,,
9439,VBM,425,194,45.65,,1,82,4,2,100,,1,,4
9441,Election_Day,490,162,33.06,1,1,93,,,66,,,,1
9441,VBM,490,241,49.18,,,110,2,,123,,,,6
9442,Election_Day,480,188,39.17,,,111,,,73,,3,,1
9442,VBM,480,212,44.17,,,110,1,,91,,2,,8
9443,Election_Day,449,169,37.64,,,87,1,,81,,,,
9443,VBM,449,194,43.21,1,,87,2,,99,,4,,1
9444,Election_Day,417,100,23.98,,,69,,,27,,,1,3
9444,VBM,417,207,49.64,,,100,,,99,,2,,6
9445,Election_Day,485,161,33.2,,,94,1,,64,,,,2
9445,VBM,485,240,49.48,1,,112,,2,123,1,,,1
9446,Election_Day,543,187,34.44,1,,106,,,80,,,,
9446,VBM,543,265,48.8,1,,121,,,135,,1,,7
9447,Election_Day,484,154,31.82,,,88,,,65,,,,1
9447,VBM,484,235,48.55,,1,97,,1,131,,,,5
9448,Election_Day,420,141,33.57,1,,89,,,45,,,,6
9448,VBM,420,210,50,,,91,,1,113,,3,,2
9449,Election_Day,385,101,26.23,,,66,,,34,1,,,
9449,VBM,385,182,47.27,,2,83,,,94,,,,3
9451,Election_Day,217,76,35.02,,1,43,,,32,,,,
9451,VBM,217,104,47.93,,,42,,,60,,1,,1
9452,Election_Day,401,170,42.39,,,83,,1,84,,1,,1
9452,VBM,401,184,45.89,,,87,,,94,,,,3
9453,Election_Day,253,74,29.25,,,38,,,36,,,,
9453,VBM,253,132,52.17,1,,63,,,64,,2,,2
9501,Election_Day,78,2,2.56,,,2,,,,,,,
9501,VBM,78,55,70.51,,,21,,,32,1,,,1
9502,Election_Day,120,6,5,,,1,,,5,,,,
9502,VBM,120,103,85.83,,,49,,,53,,,,1
9505,Election_Day,515,138,26.8,,,55,,,83,,,,
9505,VBM,515,204,39.61,,,64,,,137,1,,,2
9506,Election_Day,448,142,31.7,,,65,,,76,,,1,
9506,VBM,448,150,33.48,,,57,,,93,,,,
9507,Election_Day,486,174,35.8,,,95,,1,76,,,,2
9507,VBM,486,239,49.18,,,119,,,118,,,,2
9508,Election_Day,517,218,42.17,,,129,,,89,,,,
9508,VBM,517,202,39.07,,,106,,,92,,,,4
9509,Election_Day,420,175,41.67,,,104,,,71,,,,
9509,VBM,420,182,43.33,,,92,,,88,,,,2
9511,Election_Day,364,152,41.76,,,84,,,67,,1,,
9511,VBM,364,147,40.38,,1,66,,,79,,,,1
9512,Election_Day,492,177,35.98,,,98,,,78,1,,,
9512,VBM,492,238,48.37,,1,127,,,110,,,,
9513,Election_Day,585,194,33.16,,,105,,,88,,,,1
9513,VBM,585,221,37.78,,1,115,,1,103,,1,,
9515,Election_Day,415,210,50.6,,,125,,,85,,,,
9515,VBM,415,181,43.61,,,91,,,84,,2,,4
9516,Election_Day,495,196,39.6,,,104,,1,90,,,,1
9516,VBM,495,223,45.05,,1,102,1,,110,1,1,1,6
9517,Election_Day,475,199,41.89,,,116,,,79,,1,,3
9517,VBM,475,231,48.63,,2,123,,,105,,,,1
9518,Election_Day,468,197,42.09,,,90,,,101,1,2,,3
9518,VBM,468,208,44.44,,,95,1,,112,,,,
9519,Election_Day,508,221,43.5,,,108,,,112,,,,1
9519,VBM,508,237,46.65,,,101,,,136,,,,
9521,Election_Day,569,257,45.17,,,149,1,,106,1,,,
9521,VBM,569,251,44.11,,,122,,,129,,,,
9701,Election_Day,383,184,48.04,,,113,,,69,,1,,1
9701,VBM,383,175,45.69,,,78,,,94,,,,3
9702,Election_Day,430,208,48.37,,1,111,,,96,,,,
9702,VBM,430,161,37.44,,,76,1,,78,,1,,5
9703,Election_Day,489,159,32.52,,,78,,,81,,,,
9703,VBM,489,231,47.24,,1,99,,,129,,,,2
9704,Election_Day,541,192,35.49,,,88,2,,100,,1,,1
9704,VBM,541,259,47.87,,1,109,,,142,,3,,4
9705,Election_Day,549,247,44.99,,,123,1,,122,,,,1
9705,VBM,549,244,44.44,,1,113,,1,128,,,,1
9706,Election_Day,28,1,3.57,,,1,,,,,,,
9706,VBM,28,34,121.43,,,16,,,18,,,,
9707,Election_Day,389,122,31.36,,,51,2,,67,,2,,
9707,VBM,389,210,53.98,,,76,1,,130,,,,3
9708,Election_Day,526,205,38.97,,,110,,,92,,,,3
9708,VBM,526,254,48.29,,1,95,,,157,,,,1
9709,Election_Day,464,160,34.48,,,87,,,72,,,,1
9709,VBM,464,230,49.57,,,93,3,1,130,,1,,2
9711,Election_Day,344,133,38.66,,,63,,,68,,,,2
9711,VBM,344,192,55.81,,,81,,,105,,4,,2
9712,Election_Day,358,132,36.87,,,51,,,81,,,,
9712,VBM,358,194,54.19,,,64,,,129,,,,1
9713,Election_Day,479,148,30.9,,,81,,,66,,,,1
9713,VBM,479,239,49.9,,1,100,1,,132,,2,,3
9714,Election_Day,489,160,32.72,,,70,,,85,,,1,4
9714,VBM,489,279,57.06,,1,87,1,,188,,,,2
9715,Election_Day,319,152,47.65,,,53,1,,98,,,,
9715,VBM,319,135,42.32,1,1,25,,,106,,1,,1
9716,Election_Day,512,166,32.42,,,80,,1,81,,1,,3
9716,VBM,512,241,47.07,1,1,104,1,,133,,,,1
9717,Election_Day,534,188,35.21,,,98,1,,85,,,,4
9717,VBM,534,256,47.94,1,,102,,,150,,2,,1
9718,Election_Day,454,160,35.24,,,65,1,,92,,,,2
9718,VBM,454,273,60.13,1,,101,1,2,163,,1,,4
9719,Election_Day,491,175,35.64,,,78,,,96,,,,1
9719,VBM,491,264,53.77,1,1,93,3,1,161,1,1,,2
9721,Election_Day,357,149,41.74,,,43,,,103,,1,,2
9721,VBM,357,163,45.66,,,40,,,119,,,,4
9722,Election_Day,322,82,25.47,,,41,,,41,,,,
9722,VBM,322,191,59.32,,,76,,,111,,1,,3
9723,Election_Day,187,47,25.13,,,25,,,21,,1,,
9723,VBM,187,114,60.96,,,35,,,74,,1,1,3
9724,Election_Day,400,123,30.75,2,,58,,,62,,,,1
9724,VBM,400,211,52.75,1,,72,,,131,,3,,4
9725,Election_Day,440,121,27.5,,1,57,1,,59,,,,3
9725,VBM,440,214,48.64,,1,81,,,122,,1,,9
9726,Election_Day,384,115,29.95,,,76,,,39,,,,
9726,VBM,384,138,35.94,,,82,,,53,,1,1,1
9727,Election_Day,195,43,22.05,,,19,,,24,,,,
9727,VBM,195,105,53.85,,,40,1,,62,,1,,1
9728,Election_Day,481,151,31.39,,1,68,1,,79,,1,,1
9728,VBM,481,238,49.48,,,76,,1,157,,2,,2
9729,Election_Day,353,119,33.71,,,40,,,79,,,,
9729,VBM,353,203,57.51,,,59,,,142,,,,2
9731,Election_Day,269,111,41.26,,,31,,,80,,,,
9731,VBM,269,125,46.47,,,46,,,79,,,,
9732,Election_Day,41,4,9.76,,,1,,,3,,,,
9732,VBM,41,40,97.56,,,11,,1,27,,,,1
9733,Election_Day,140,4,2.86,,,3,,,1,,,,
9733,VBM,140,114,81.43,,,34,,,78,,1,,1
9734,Election_Day,321,107,33.33,,1,22,,,82,1,,,1
9734,VBM,321,173,53.89,,,36,2,,132,,1,,2
9735,Election_Day,416,124,29.81,,,42,,,81,,1,,
9735,VBM,416,237,56.97,,,72,1,,162,,,,2
9736,Election_Day,406,131,32.27,,,50,,,81,,,,
9736,VBM,406,228,56.16,,,72,,,150,,2,,4
9737,Election_Day,502,156,31.08,,,68,,,86,,2,,
9737,VBM,502,290,57.77,,,116,,,169,,4,,1
9738,Election_Day,419,140,33.41,,,94,,,44,,,,2
9738,VBM,419,186,44.39,,1,78,,2,102,,1,,2
9739,Election_Day,464,148,31.9,,,98,,,46,,,,4
9739,VBM,464,170,36.64,,,93,,,73,,1,,3
9741,Election_Day,384,50,13.02,,1,45,,,4,,,,
9741,VBM,384,46,11.98,,,41,,,5,,,,
9742,Election_Day,277,93,33.57,,,40,,,52,,1,,
9742,VBM,277,122,44.04,,,48,,,70,,,,4
9743,Election_Day,613,194,31.65,,,141,,,53,,,,
9743,VBM,613,264,43.07,1,2,117,,,141,,2,,1
9744,Election_Day,502,176,35.06,,,118,,,57,,,1,
9744,VBM,502,175,34.86,,,90,,,83,,1,,1
9745,Election_Day,543,157,28.91,,1,118,,,37,1,,,
9745,VBM,543,192,35.36,1,1,112,2,,75,,,,1
9746,Election_Day,455,159,34.95,,,81,,1,76,,,,1
9746,VBM,455,234,51.43,,,100,,1,130,,1,,2
9747,Election_Day,526,194,36.88,,,105,,,87,1,,,1
9747,VBM,526,262,49.81,,,123,1,,135,,,1,2
9748,Election_Day,504,165,32.74,,,75,,,88,1,,,1
9748,VBM,504,251,49.8,,1,97,,,147,,2,1,3
9749,Election_Day,453,154,34,,,94,1,,57,1,,,1
9749,VBM,453,183,40.4,,1,92,,1,88,,1,,
9751,Election_Day,531,164,30.89,,1,86,,,75,,,,2
9751,VBM,531,280,52.73,,,107,1,,172,,,,
9752,Election_Day,416,146,35.1,,1,75,,,68,1,1,,
9752,VBM,416,237,56.97,,1,93,,,137,,,,6
9753,Election_Day,406,134,33,,,62,,,70,,1,,1
9753,VBM,406,207,50.99,,,90,,,110,1,1,,5
9754,Election_Day,437,150,34.32,,,75,,,75,,,,
9754,VBM,437,231,52.86,,,75,,1,154,,,,1
9755,Election_Day,367,121,32.97,,,66,,2,52,,,,1
9755,VBM,367,173,47.14,,,78,1,,92,,1,,1
9756,Election_Day,485,141,29.07,,,69,,,71,,1,,
9756,VBM,485,226,46.6,,,103,,,113,,3,1,6
9801,Election_Day,243,80,32.92,,,35,,,44,,,,1
9801,VBM,243,112,46.09,,1,60,,1,48,,,,2
9900,Election_Day,0,0,0,,,,,,,,,,
9900,VBM,0,0,0,,,,,,,,,,
9901,Election_Day,0,0,0,,,,,,,,,,
9901,VBM,0,0,0,,,,,,,,,,
9902,Election_Day,0,0,0,,,,,,,,,,
9902,VBM,0,0,0,,,,,,,,,,
1104-1105,Election_Day,515,168,32.62,,,94,1,,70,,,,3
1104-1105,VBM,515,213,41.36,,,94,1,,116,,,,2
7509-7511,Election_Day,560,176,31.43,,,86,,,88,,,,2
7509-7511,VBM,560,272,48.57,,,105,,,163,,2,,2
7527-7528,Election_Day,447,175,39.15,,,88,,,85,,,,2
7527-7528,VBM,447,179,40.04,,2,83,,,93,,,1,
7556-7557,Election_Day,630,253,40.16,,,103,1,1,147,1,,,
7556-7557,VBM,630,317,50.32,,,108,,,207,,,,2
9503-9504,Election_Day,432,121,28.01,,,47,,1,73,,,,
9503-9504,VBM,432,184,42.59,,,66,,,117,,,1,
9514-9522,Election_Day,570,254,44.56,,,138,,,115,,,,1
9514-9522,VBM,570,247,43.33,,,108,,,137,,,,2
